nest,site,year,lat,lon,cov_1m,cov_5m,prot,pred,estHD,init_date,camera,field_fate,cam_fateNA,cam_fate,final_fate,nest_age,final_obs_int,final_obs_date,species,likely_failed,i,j,j_adj,k,k_adj,j.cam,k.cam,n_obs,n_days,> hatch?,penultimate,final,obs_dates,obs_history,obs_ints,new_notes,camera_notes,field_notes
30013,RUTW,2021,29.77093,-93.17643,0,0,none,,47,28,N,D,TRUE,,D,6,34,34,LETE,1,28,28,28,34,34,,,2,6,0,1E,D,28|34,1E|D,0|6,,,
30014,RUTW,2021,29.77118,-93.17663,0,0,none,,43,24,N,D,TRUE,,D,10,34,34,LETE,1,28,28,28,34,34,,,2,6,0,3E,D,28|34,3E|D,0|6,,,
30015,RUTW,2021,29.7714,-93.17717,0,0,none,,42,23,N,D,TRUE,,D,11,34,34,LETE,1,28,28,28,34,34,,,2,6,0,2E,D,28|34,2E|D,0|6,,,
30016,RUTW,2021,29.77094,-93.17862,15,10,none,,47,28,N,D,TRUE,,D,6,34,34,LETE,1,28,28,28,34,34,,,2,6,0,1E,D,28|34,1E|D,0|6,,,
30017,RUTE,2021,29.7593,-93.12078,,,fenced,,50,33,N,H,TRUE,,H,19,52,52,LETE,0,31,52,52,52,52,,,5,21,0,2E,"1C, 1E",31|39|43|46|52,"1E|2E|2E|2E|1C, 1E",0|8|4|3|6,,,
30018,RUTE,2021,29.75696,-93.11217,,,fenced,,51,32,Y?,D,TRUE,,,3,35,35,LETE,1,31,31,31,35,35,,,2,4,0,2E,D,31|35,2E|D,0|4,,,
30019,RUTE,2021,29.75695,-93.11207,,,fenced,,53,34,N,D,TRUE,,D,1,35,35,LETE,1,31,31,31,35,35,,,2,4,0,2E,D,31|35,2E|D,0|4,,,
30020,RUTE,2021,29.75692,-93.11185,,,fenced,,53,34,N,F,TRUE,,F,9,43,43,LETE,1,31,35,35,43,43,,,3,12,0,BON,0E,31|35|43,2E|BON|0E,0|4|8,,,
30021,BROW,2021,29.77532,-93.28207,,,none,,53,25,N,S,TRUE,,S,15,40,40,WIPL,1,34,34,34,40,40,,,2,6,0,3E,0E,34|40,3E|0E,0|6,,,20 May: nest washed away
30022,RUTW,2021,29.77077,-93.17834,,,none,,40,21,N,S,TRUE,,S,18,39,39,LETE,0,34,34,34,39,39,,,2,5,0,2E,0E,34|39,2E|0E,0|5,,,storm surge
30023,RUTW,2021,29.7704,-93.17586,,,none,,51,32,N,S,TRUE,,S,7,39,39,LETE,1,34,34,34,39,39,,,2,5,0,2E,0E,34|39,2E|0E,0|5,,,washed out from rain; possibly buried by a couple inches of sand accumulation
30024,RUTW,2021,29.76968,-93.17146,,,none,,39,20,N,U,TRUE,,U,22,42,42,LETE,0,34,39,39,42,42,,,3,8,0,3E,U,34|39|42,3E|3E|U,0|5|3,,,"the nest was scheduled to hatch, but no chicks seen. could have washed away, as there was no scrape left and the whole area was saturated"
30025,RUTE,2021,29.75857,-93.1186,,,fenced,,50,31,N,D,TRUE,,D,8,39,39,LETE,1,35,35,35,39,39,,,2,4,0,2E,0E,35|39,2E|0E,0|4,,,
30026,RUTE,2021,29.75835,-93.11852,,,fenced,,44,25,N,D,TRUE,,D,14,39,39,LETE,1,35,35,35,39,39,,,2,4,0,2E,0E,35|39,2E|0E,0|4,,,
30027,RUTE,2021,29.75739,-93.11407,,,fenced,,46,27,N,D,TRUE,,D,12,39,39,LETE,1,35,35,35,39,39,,,2,4,0,2E,0E,35|39,2E|0E,0|4,,,
30028,RUTE,2021,29.75674,-93.11127,,,fenced,,39,20,N,U,TRUE,,U,23,43,43,LETE,0,35,39,39,43,43,,,3,8,1,2E,0E,35|39|43,2E|2E|0E,0|4|4,,,
30029,RUTE,2021,29.75671,-93.10953,,,fenced,,56,28,N,F,TRUE,,F,15,43,43,WIPL,1,35,39,39,43,43,,,3,8,0,3E,0E,35|39|43,3E|3E|0E,0|4|4,,,"coyote tracks seen, but likely washed out"
30030,RUTE,2021,29.75646,-93.10894,0,0,fenced,,39,20,N,U,TRUE,,U,19,39,39,LETE,0,35,35,35,39,39,,,2,4,0,3E,0E,35|39,3E|0E,0|4,,,19 May: no eggs seen but could have hatched
30031,RUTE,2021,29.759,-93.12201,0,0,fenced,,60,41,N,D,TRUE,,D,16,57,57,LETE,1,43,52,52,57,57,,,3,14,0,BON,0E,43|52|57,2E|BON|0E,0|9|5,,,
30032,RUTE,2021,29.75837,-93.11912,0,0,fenced,,60,41,N,F,TRUE,,F,11,52,52,LETE,1,43,43,43,52,52,,,2,9,0,2E,0E,43|52,2E|0E,0|9,,,
30033,RUTE,2021,29.75826,-93.11914,0,0,fenced,,60,41,N,F,TRUE,,F,11,52,52,LETE,1,43,43,43,52,52,,,2,9,0,1E,0E,43|52,1E|0E,0|9,,,
30034,RUTE,2021,29.75599,-93.10834,0,0,fenced,,58,39,N,D,TRUE,,D,13,52,52,LETE,1,43,46,46,52,52,,,3,9,0,2E,coyote,43|46|52,2E|2E|coyote,0|3|6,,,
30035,RUTE,2021,29.75503,-93.10593,90,80,fenced,,63,35,N,F,TRUE,,F,22,57,57,WIPL,1,46,52,52,57,57,,,3,11,0,3E,0E,46|52|57,3E|3E|0E,0|6|5,,,
30036,RUTE,2021,29.75943,-93.12212,0,0,fenced,,65,46,N,F,TRUE,,F,11,57,57,LETE,1,52,52,52,57,57,,,2,5,0,2E,0E,52|57,2E|0E,0|5,,,
30037,RUTE,2021,29.75912,-93.12135,0,0,fenced,,64,45,N,F,TRUE,,F,12,57,57,LETE,1,52,52,52,57,57,,,2,5,0,3E,0E,52|57,3E|0E,0|5,,,
30038,RUTE,2021,29.75887,-93.1207,2,1,fenced,,69,53,N,H,TRUE,,,19,72,72,CONI,0,52,70,70,70,70,,,6,20,0,2E,2C,52|57|61|65|69|72,1E|2E|2E|2E|2E|2C,0|5|4|4|4|2,,,"6/21: 1-4 days old (9.7g, 7.6g). 6/30: 2 chicks, banded and weighed; est hatch may be off?"
30039,RUTE,2021,29.75872,-93.12014,0,0,fenced,,65,50,N,H,TRUE,,H,19,69,69,LETE,0,52,69,69,69,69,,,5,17,1,3E,0E,52|57|61|65|69,3E|3E|3E|3E|0E,0|5|4|4|4,,,
30040,RUTE,2021,29.75829,-93.11883,0,0,fenced,,67,48,N,F,TRUE,,F,9,57,57,LETE,1,52,52,52,57,57,,,2,5,0,2E,0E,52|57,2E|0E,0|5,,,
30041,RUTE,2021,29.7575,-93.11543,0,0,fenced,,64,45,N,F,TRUE,,F,12,57,57,LETE,1,52,52,52,57,57,,,2,5,0,3E,0E,52|57,3E|0E,0|5,,,
30042,RUTE,2021,29.75739,-93.11505,0,0,fenced,,65,46,N,F,TRUE,,F,11,57,57,LETE,1,52,52,52,57,57,,,2,5,0,2E,0E,52|57,2E|0E,0|5,,,
30043,RUTE,2021,29.75745,-93.11416,0,0,fenced,,69,50,N,F,TRUE,,F,7,57,57,LETE,1,52,52,52,57,57,,,2,5,0,1E,0E,52|57,1E|0E,0|5,,,
30044,RUTE,2021,29.75649,-93.11044,0,0,fenced,,67,48,N,U,TRUE,,U,21,69,69,LETE,0,52,65,65,69,69,,,5,17,0,3E,0E,52|57|61|65|69,3E|3E|3E|3E|0E,0|5|4|4|4,,,"coyote tracks in area, but could have hatched"
30045,RUTE,2021,29.75551,-93.10636,0,0,fenced,,67,48,N,F,TRUE,,F,9,57,57,LETE,1,52,52,52,57,57,,,2,5,0,2E,0E,52|57,2E|0E,0|5,,,
30049,RUTE,2021,29.75954,-93.12215,0,0,fenced,,61,42,N,D,TRUE,,D,19,61,61,LETE,0,57,57,57,61,61,,,2,4,0,2E,0E,57|61,2E|0E,0|4,,,"nest stick was knocked out, but coyote tracks were in the area"
30050,RUTW,2021,29.76812,-93.1627,,,none,,60,41,N,D,TRUE,,D,20,61,61,LETE,0,58,58,58,61,61,,,2,3,0,2E,coyote,58|61,2E|coyote,0|3,,,
30051,RUTW,2021,29.76852,-93.16399,0,0,none,,76,57,N,D,TRUE,,D,4,61,61,LETE,1,58,58,58,61,61,,,2,3,0,1E,coyote,58|61,1E|coyote,0|3,,,"nest stick was knocked out, probably by coyote"
30052,RUTW,2021,29.76946,-93.16882,0,0,none,,62,43,N,D,TRUE,,D,18,61,61,LETE,0,58,58,58,61,61,,,2,3,0,2E,coyote,58|61,2E|coyote,0|3,,,
30053,RUTW,2021,29.7695,-93.16927,0,0,none,,78,50,N,H,TRUE,,H,19,69,69,LETE,1,58,69,69,69,69,,,4,11,0,2E,"1E, 1C (1d)",58|61|65|69,"2E|2E|2E|1E, 1C (1d)",0|3|4|4,,,
30054,RUTW,2021,29.76978,-93.17125,0,0,none,,73,54,N,D,TRUE,,D,7,61,61,LETE,1,58,58,58,61,61,,,2,3,0,2E,coyote,58|61,2E|coyote,0|3,,,
30055,RUTW,2021,29.77011,-93.17284,0,,none,,72,53,N,D,TRUE,,D,8,61,61,LETE,1,58,58,58,61,61,,,2,3,0,2E,coyote,58|61,2E|coyote,0|3,,,
30056,RUTW,2021,29.77108,-93.17836,0,0,none,,74,55,N,D,TRUE,,D,6,61,61,LETE,1,58,58,58,61,61,,,2,3,0,2E,coyote,58|61,2E|coyote,0|3,,,
30057,RUTW,2021,29.77129,-93.1795,,,none,,62,43,N,D,TRUE,,D,22,65,65,LETE,0,58,61,61,65,65,,,3,7,0,3E,D,58|61|65,3E|3E|D,0|3|4,,,scat found in nest cup!
30058,HBRB,2021,29.76541,-93.37804,,,none,,63,49,N,H,TRUE,,H,19,68,68,LETE,0,59,68,68,68,68,,,2,9,1,2E,"1E, 1C",59|68,"2E|1E, 1C",0|9,,,
30059,HBRB,2021,29.76526,-93.37566,0,,none,,76,57,N,F,TRUE,,F,11,68,68,LETE,1,59,59,59,68,68,,,2,9,0,2E,F,59|68,2E|F,0|9,,,"unknown reason for failure, no evidence seen"
30061,HBRB,2021,29.76508,-93.37427,0,0,none,,76,57,N,W,TRUE,,W,16,73,73,LETE,1,68,68,68,73,73,,,3,5,0,2E,0E,59|68|73,2E|2E|0E,0|9|5,,,washout from heavy rain events
30062,RUTW,2021,29.76759,-93.15884,0,0,none,,64,45,N,U,TRUE,,U,24,69,69,LETE,0,61,65,65,69,69,,,3,8,1,2E,0E,61|65|69,2E|2E|0E,0|4|4,,,"possibly hatched, but there were also coyote tracks in the area"
30063,RUTW,2021,29.76798,-93.16164,0,0,none,,79,60,N,Hu,TRUE,,Hu,5,65,65,LETE,1,61,61,61,65,65,,,2,4,0,1E,Hu,61|65,1E|Hu,0|4,,,6/14: nest run over
30064,RUTW,2021,29.76838,-93.16361,0,0,none,,79,60,N,F,TRUE,,F,9,69,69,LETE,1,61,65,65,69,69,,,3,8,0,2E,0E,61|65|69,2E|2E|0E,0|4|4,,,
30065,RUTW,2021,29.76958,-93.1685,0,0,none,,,,N,U,TRUE,,U,,74,74,LETE,,61,69,69,74,74,,,4,13,,BON,0E,61|65|69|74,2E|BON|BON|0E,0|4|4|5,,,
30066,RUTE,2021,29.75922,-93.12305,0,0,fenced,,65,53,N,H,TRUE,,H,19,72,72,LETE,0,61,72,72,72,72,,,4,11,1,3E,"1E, 1C",61|65|69|72,"3E|3E|3E|1E, 1C",0|4|4|3,,,
30067,RUTE,2021,29.75822,-93.11711,0,0,fenced,,74,55,N,U,TRUE,,U,22,77,77,LETE,0,61,72,72,77,77,,,5,16,0,3E,0E,61|65|69|72|77,3E|3E|3E|3E|0E,0|4|4|3|5,,,
30068,RUTE,2021,29.75801,-93.11697,0,0,fenced,,65,46,N,D,TRUE,,D,23,69,69,LETE,0,61,65,65,69,69,,,3,8,1,2E,0E,61|65|69,2E|2E|0E,0|4|4,,,"lots of coyote tracks/activity in the area where the cup was. Was old enough to hatch, but I think coyotes got the chicks due to the track behavior"
30069,RUTE,2021,29.75776,-93.11603,0,0,fenced,,70,53,N,H,TRUE,,H,19,72,72,LETE,0,61,72,72,72,72,,,4,11,0,3E,"1C, 1E",61|65|69|72,"3E|BON|3E|1C, 1E",0|4|4|3,,,"6/21: 1 chick, 1d old, 1 egg left in area but displaced from scrape"
30070,RUTE,2021,29.75644,-93.1094,0,,fenced,,70,51,N,U,TRUE,,U,14,65,65,LETE,1,61,61,61,65,65,,,2,4,0,2E,0E,61|65,2E|0E,0|4,,,
30071,RUTW,2021,29.7727,-93.18276,60,60,none,,90,62,N,F,TRUE,,F,7,69,69,WIPL,1,65,65,65,69,69,,,2,4,0,3E,0E,65|69,3E|0E,0|4,,,unknown cause of failure :(
30072,RUTE,2021,29.75867,-93.11887,0,0,fenced,,78,59,N,F,TRUE,,F,18,77,77,LETE,0,65,72,72,77,77,,,4,12,0,3E,0E,65|69|72|77,3E|3E|3E|0E,0|4|3|5,,,
30073,RUTE,2021,29.7564,-93.10984,0,0,fenced,,78,59,N,U,TRUE,,U,10,69,69,LETE,1,65,65,65,69,69,,,2,4,0,2E,DNL,65|69,2E|DNL,0|4,,,DNL = did not locate. unknown nest fate because was unable to relocate nest
30074,HBRB,2021,29.76654,-93.38819,0,10,fenced,,81,64,N,H,TRUE,,H,20,84,84,LETE,0,68,83,83,83,83,,,6,16,0,hatch day,"1C, 1E",68|73|76|79|83|84,"3E|3E|3E|3E|hatch day|1C, 1E",0|5|3|3|4|1,,,parental behavior 7/3 during stewardship and on 7/6. Possibly a 2nd chick hatched a day or 2 prior?
30076,HBRB,2021,29.7653,-93.37608,0,0,none,,83,64,N,W,TRUE,,W,9,73,73,LETE,1,68,68,68,73,73,,,2,5,0,2E,0E,68|73,2E|0E,0|5,,,washout from heavy rain events
30079,HBRB,2021,29.76509,-93.37295,0,0,none,,77,58,N,W,TRUE,,W,15,73,73,LETE,1,68,68,68,73,73,,,2,5,0,2E,0E,68|73,2E|0E,0|5,,,washout from heavy rain events
30080,HBRB,2021,29.765,-93.37202,0,0,none,,84,65,N,W,TRUE,,W,8,73,73,LETE,1,68,68,68,73,73,,,2,5,0,2E,0E,68|73,2E|0E,0|5,,,washout from heavy rain events
30081,RUTW,2021,29.76923,-93.16721,0,0,none,,72,53,N,U,TRUE,,U,21,74,74,LETE,0,69,69,69,74,74,,,2,5,0,3E,0E,69|74,3E|0E,0|5,,,
30082,RUTW,2021,29.77058,-93.17419,0,0,none,,81,62,N,U,TRUE,,U,24,86,86,LETE,0,69,77,77,86,86,,,4,17,1,2E,0E,69|74|77|86,2E|2E|2E|0E,0|5|3|9,,,
30083,RUTW,2021,29.77165,-93.17779,0,0,none,,81,62,N,S,TRUE,,S,12,74,74,LETE,1,69,69,69,74,74,,,2,5,0,2E,0E,69|74,2E|0E,0|5,,,
30084,RUTW,2021,29.77201,-93.1814,1,1,none,,75,56,N,S,TRUE,,S,18,74,74,LETE,0,69,69,69,74,74,,,2,5,0,2E,0E,69|74,2E|0E,0|5,,,
30085,RUTE,2021,29.75788,-93.11641,0,0,fenced,,78,59,N,U,TRUE,,U,22,81,81,LETE,0,72,77,77,81,81,,,3,9,0,2E,0E,72|77|81,2E|2E|0E,0|5|4,,,could have hatched but no confirmed chick sighting
30086,RUTE,2021,29.75638,-93.11006,0,0,fenced,,76,57,N,D,TRUE,,D,20,77,77,LETE,0,72,72,72,77,77,,,2,5,0,2E,coyote,72|77,2E|coyote,0|5,,,
30087,RUTE,2021,29.75616,-93.10882,1,5,fenced,,76,57,N,D,TRUE,,D,20,77,77,LETE,0,72,72,72,77,77,,,2,5,0,1E,coyote,72|77,1E|coyote,0|5,,,
30088,RUTW,2021,29.77167,-93.17757,20,15,none,,83,64,N,S,TRUE,,S,10,74,74,LETE,1,69,69,69,74,74,,,2,5,0,2E,0E,69|74,2E|0E,0|5,,,
30089,RUTE,2021,29.75618,-93.10878,0,0,fenced,,81,62,N,U-H,TRUE,,U-H,19,81,81,LETE,0,72,77,77,81,81,,,3,9,0,2E,0E,72|77|81,2E|2E|0E,0|5|4,,,"could have hatched, no evidence of disturbance"
30091,RUTW,2021,29.76954,-93.16965,0,0,none,,88,69,N,F,TRUE,,F,17,86,86,LETE,0,74,77,77,86,86,,,3,12,0,2E,0E,74|77|86,2E|2E|0E,0|3|9,,,
30092,RUTW,2021,29.77162,-93.17829,0,0,none,,92,73,N,D,TRUE,,D,13,86,86,LETE,1,74,77,77,86,86,,,3,12,0,1E,0E,74|77|86,1E|1E|0E,0|3|9,,,
30093,RUTW,2021,29.7717,-93.17924,5,15,none,,77,58,N,U-H,TRUE,,U-H,19,77,77,LETE,0,74,74,74,77,77,,,2,3,0,3E,0E,74|77,3E|0E,0|3,,,"6/26: no eggs, but very likely could have hatched, saw no evidence of failure"
30095,RUTE,2021,29.75939,-93.1224,0,0,fenced,,93,74,N,F,TRUE,,F,7,81,81,LETE,1,77,77,77,81,81,,,2,4,0,2E,0E,77|81,2E|0E,0|4,,,
30096,RUTE,2021,29.75834,-93.11926,80,65,fenced,,97,81,N,D,TRUE,,D,12,93,93,CONI,1,81,86,86,93,93,,,3,12,0,2E,0E,81|86|93,2E|2E|0E,0|5|7,,,coyote tracks on 7/12
30097,RUTE,2021,29.7578,-93.11575,0,0,fenced,,101,83,Y,H,FALSE,H,H,19,4,102,LETE,0,86,102,102,102,102,,,5,16,0,2E,"1E, 1C",86|89|94|98|102,"2E|2E|2E|2E|1E, 1C",0|3|5|4|4,,,
30098,RUTE,2021,29.75701,-93.11245,0,0,fenced,,104,85,N,D,TRUE,,D,4,89,89,LETE,1,86,86,86,89,89,,,2,3,0,1E,0E,86|89,1E|0E,0|3,,,
30100,BROW,2021,29.77344,-93.29399,30,40,none,,38,10,N,S,TRUE,,S,13,23,23,WIPL,1,15,19,19,23,23,,,3,8,0,3E,0E,15|19|23,3E|3E|0E,0|4|4,,,"3 May: parents weren't in area upon searching, debris was washed up and no eggs were found by popsicle stick"
30102,RUTE,2021,29.75622,-93.10995,,,fenced,,43,24,N,U,TRUE,,U,19,43,43,LETE,0,24,39,39,43,43,,,6,19,0,2E,0E,24|31|34|35|39|43,1E|2E|2E|BON|2E|0E,0|7|3|1|4|4,,,
30103,RUTE,2021,29.75543,-93.10677,,,fenced,,43,24,N,D,TRUE,,D,11,35,35,LETE,1,24,31,31,35,35,,,3,11,0,2E,coyote,24|31|35,1E|2E|coyote,0|7|4,,,
30104,RUTE,2021,29.75731,-93.11316,,,fenced,C,56,37,Y,D,FALSE,D,D,2,4,39,LETE,1,31,35,35,39,39,,,3,8,0,BON,0E,31|35|39,2E|BON|0E,0|4|4,,,
30105,RUTE,2021,29.75716,-93.11281,,,fenced,,53,34,N,F,TRUE,,F,9,43,43,LETE,1,31,39,39,43,43,,,4,12,0,3E,0E,31|35|39|43,3E|BON|3E|0E,0|4|4|4,,,
30106,RUTW,2021,29.77077,-93.1784,,,none,,46,27,N,S,TRUE,,S,12,39,39,LETE,1,34,34,34,39,39,,,2,5,0,3E,0E,34|39,3E|0E,0|5,,,no popsicle stick located; no eggs seen in area
30107,RUTW,2021,29.77063,-93.17722,,,none,,47,28,N,S,TRUE,,S,11,39,39,LETE,1,34,34,34,39,39,,,2,5,0,2E,0E,34|39,2E|0E,0|5,,,no popsicle stick located; no eggs seen in area
30108,RUTW,2021,29.77045,-93.17622,,,none,,49,30,N,S,TRUE,,S,9,39,39,LETE,1,34,34,34,39,39,,,2,5,0,1E,W,34|39,1E|W,0|5,,,popsicle stick was washed out of the sand; no eggs seen in general area
30109,RUTE,2021,29.75604,-93.10871,,,fenced,,39,20,N,D,TRUE,,D,23,43,43,LETE,0,35,39,39,43,43,,,3,8,1,2E,0E,35|39|43,2E|2E|0E,0|4|4,,,
30110,RUTW,2021,29.76577,-93.1519,0,0,none,,54,35,N,U,TRUE,,U,19,54,54,LETE,0,42,46,46,54,54,,,3,12,0,2E,0E,42|46|54,2E|2E|0E,0|4|8,,,"6/3: hatch date, but no eggs or chicks seen. no evidence of being run over or predators."
30111,RUTE,2021,29.75746,-93.11464,0,0,fenced,,52,33,N,U,TRUE,,U,19,52,52,LETE,0,43,46,46,52,52,,,3,9,0,2E,0E,43|46|52,2E|2E|0E,0|3|6,,,
30112,RUTW,2021,29.7652,-93.14928,0,0,none,,64,45,N,Hu,TRUE,,Hu,9,54,54,LETE,1,46,46,46,54,54,,,2,8,0,1E,Hu,46|54,1E|Hu,0|8,,,6/3: nest run over
30113,RUTE,2021,29.75923,-93.1211,0,0,fenced,,62,43,N,D,TRUE,,D,9,52,52,LETE,1,46,46,46,52,52,,,2,6,0,2E,coyote,46|52,2E|coyote,0|6,,,
30114,RUTE,2021,29.75776,-93.1158,0,0,fenced,,47,28,N,U,TRUE,,U,24,52,52,LETE,0,46,46,46,52,52,,,2,6,1,starr,0E,46|52,starr|0E,0|6,,,
30115,RUTE,2021,29.75636,-93.10936,0,0,fenced,,61,42,N,U-H,TRUE,,U-H,27,69,69,LETE,0,46,65,65,69,69,,,6,23,1,1E,0E,46|52|57|61|65|69,1E|1E|1E|1E|1E|0E,0|6|5|4|4|4,,,"U, but possibliy hatched, no evidence of predation or other disturbance"
30116,RUTE,2021,29.75944,-93.1218,0,0,fenced,,61,42,N,F,TRUE,,F,15,57,57,LETE,1,52,52,52,57,57,,,2,5,0,2E,0E,52|57,2E|0E,0|5,,,
30117,RUTE,2021,29.75714,-93.11253,0,0,fenced,,65,46,N,F,TRUE,,F,11,57,57,LETE,1,52,52,52,57,57,,,2,5,0,2E,0E,52|57,2E|0E,0|5,,,
30118,RUTE,2021,29.75655,-93.11017,0,0,fenced,,66,47,N,F,TRUE,,F,10,57,57,LETE,1,52,52,52,57,57,,,2,5,0,2E,0E,52|57,2E|0E,0|5,,,
30119,RUTE,2021,29.75567,-93.10702,0,0,fenced,,56,37,N,U-D,TRUE,,U-D,24,61,61,LETE,0,52,52,52,61,61,,,2,9,1,2E,0E,52|61,2E|0E,0|9,,,"possibly depredated by coyote, but uncertain"
30120,RUTW,2021,29.76399,-93.14401,0,0,none,,57,38,N,U-H,TRUE,,U-H,20,58,58,LETE,0,54,54,54,58,58,,,2,4,0,2E,0E,54|58,2E|0E,0|4,,,"U, but possibliy hatched, no evidence of predation or other disturbance"
30121,RUTW,2021,29.76682,-93.15689,0,0,none,,66,47,N,Hu,TRUE,,Hu,14,61,61,LETE,1,54,58,58,61,61,,,3,7,0,3E,Hu,54|58|61,3E|3E|Hu,0|4|3,,,6/10: nest run over
30122,RUTE,2021,29.75694,-93.11057,,,none,C,73,57,Y,D,FALSE,D,D,15,3,72,CONI,0,58,69,69,72,72,,,5,14,0,2E,coyote,58|61|65|69|72,2E|2E|2E|2E|coyote,0|3|4|4|3,,,
30123,RUTE,2021,29.75611,-93.10704,50,30,none,,60,33,N,H,TRUE,,H,28,61,61,WIPL,0,58,61,61,61,61,,,2,3,0,3E,1E,58|61,3E|1E,0|3,,,
30124,RUTE,2021,29.75627,-93.10825,,,none,,68,52,Y,H,FALSE,H,H,17,4,69,CONI,0,58,68,68,68,68,,,4,11,0,2E,"2C, 1 d",58|61|65|69,"2E|2E|2E|2C, 1 d",0|3|4|4,,,"6/21: 7-8 days old (19.9g, 16.7g). 7/5: no chicks seen but adult was doing chick click. 7/8 adults were around but not territorial"
30126,RUTE,2021,29.75915,-93.1208,0,0,fenced,,65,46,N,U-H,TRUE,,U-H,23,69,69,LETE,0,61,65,65,69,69,,,3,8,1,2E,U,61|65|69,2E|2E|U,0|4|4,,,"possibly hatched, uncertain"
30127,RUTE,2021,29.75803,-93.11584,0,0,fenced,,65,50,N,H,TRUE,,H,19,69,69,LETE,0,61,69,69,69,69,,,3,8,1,2E,"1C, 1E",61|65|69,"2E|2E|1C, 1E",0|4|4,,,
30128,RUTW,2021,29.76368,-93.14198,0,0,none,,80,61,N,F,TRUE,,F,13,74,74,LETE,1,65,69,69,74,74,,,3,9,0,2E,0E,65|69|74,2E|2E|0E,0|4|5,,,
30129,RUTW,2021,29.76642,-93.15433,0,0,none,,77,58,N,F,TRUE,,F,11,69,69,LETE,1,65,65,65,69,69,,,2,4,0,3E,0E,65|69,3E|0E,0|4,,,"6/18: nest stick gone, but no evidence of tracks in area"
30130,RUTE,2021,29.75797,-93.11678,0,0,fenced,,69,50,N,U-H,TRUE,,U-H,22,72,72,LETE,0,65,69,69,72,72,,,3,7,0,3E,0E,65|69|72,3E|3E|0E,0|4|3,,,"likely hatched, as it was past the hatch date and had no evidence of depredation/other disturbance"
30131,RUTE,2021,29.75743,-93.11392,0,0,fenced,,84,65,N,F,TRUE,,F,12,77,77,LETE,1,72,72,72,77,77,,,2,5,0,2E,0E,72|77,2E|0E,0|5,,,
30132,HBRB,2021,29.76509,-93.37422,0,0,fenced,,91,72,N,F,TRUE,,F,15,87,87,LETE,1,76,79,79,87,87,,,3,11,0,1E,fail,76|79|87,1E|1E|fail,0|3|8,,,"unknown reason for failure, no evidence seen"
30133,RUTE,2021,29.75859,-93.11987,0,0,fenced,,92,73,N,U-H,TRUE,,U-H,21,94,94,LETE,0,77,89,89,94,94,,,5,17,0,2E,0E,77|81|86|89|94,2E|2E|BON|2E|0E,0|4|5|3|5,,,"could have hatched, but uncertain"
30134,RUTE,2021,29.75689,-93.11258,0,0,fenced,,81,62,N,U,TRUE,,U,19,81,81,LETE,0,77,77,77,81,81,,,2,4,0,2E,0E,77|81,2E|0E,0|4,,,coyote tracks were in the area but could have hatched
30135,RUTE,2021,29.75545,-93.10667,0,0,fenced,,81,62,N,D,TRUE,,D,24,86,86,LETE,0,77,81,81,86,86,,,3,9,1,2E,coyote,77|81|86,2E|2E|coyote,0|4|5,,,
30136,RUTE,2021,29.75915,-93.12195,0,0,fenced,,96,77,N,U-F,TRUE,,U-F,16,93,93,LETE,1,89,89,89,93,93,,,4,4,0,3E,0E,81|86|89|93,2E|3E|3E|0E,0|5|3|4,,,"no tracks seen, uncertain failure"
30137,RUTE,2021,29.75843,-93.11989,0,0,fenced,,94,75,N,D,TRUE,,,18,93,93,LETE,0,81,89,89,93,93,,,4,12,0,2E,0E,81|86|89|93,2E|2E|2E|0E,0|5|3|4,,,"field photos 7/12 show coyote tracks; could have hatched, but uncertain; changed fate to D based on field photos"
30138,RUTE,2021,29.75833,-93.12076,0,0,none,,85,66,N,Hu,TRUE,,Hu,18,84,84,LETE,0,81,83,83,84,84,,,3,3,0,2E,F,81|83|84,2E|2E|F,0|2|1,,,"6/3: no tern parents around. human footprints and ?dog? prints. so it seems it failed due to human disturbance, either stepped on by dog or human"
30139,RUTE,2021,29.75921,-93.12154,0,0,fenced,,,,N,U,TRUE,,U,,94,94,LETE,,89,89,89,94,94,,,2,5,,2E,0E,89|94,2E|0E,0|5,,,
30140,RUTE,2021,29.75629,-93.10875,0,0,fenced,,101,82,N,F,TRUE,,,12,94,94,LETE,1,89,89,89,94,94,,,2,5,0,3E,0E,89|94,3E|0E,0|5,,,"unknown cause of failure, no tracks seen"
30142,RUTW,2021,29.76523,-93.14834,0,0,none,,106,87,N,D,TRUE,,D,12,99,99,LETE,1,94,94,94,99,99,,,2,5,0,2E,coyote,94|99,2E|coyote,0|5,,,
30143,RUTW,2021,29.76642,-93.15595,0,0,none,,109,90,N,Hu,TRUE,,,12,102,102,LETE,1,94,99,99,102,102,,,3,8,0,2E,0E,94|99|102,2E|2E|0E,0|5|3,,,"7/21: nest stick knocked out, most likely run over"
30301,RUTE,2021,29.75976,-93.12257,5,10,fenced,,93,78,Y,H,FALSE,H,H,16,5,94,CONI,0,89,94,94,94,94,,,2,5,0,2E,"1E, 1C",89|94,"2E|1E, 1C",0|5,,,"7/13: chick about 1 day old :), 7/8: one egg vertical at bottom, one egg floating just under surface"
30302,RUTE,2021,29.75878,-93.12026,0,0,fenced,,,,N,U,TRUE,,U,,94,94,LETE,,89,89,89,94,94,,,2,5,,2E,0E,89|94,2E|0E,0|5,,,
